Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Revenue Total ($k),"3,559,390","3,603,215","3,373,226","3,103,529","2,959,197","2,771,370","2,802,433","2,740,219","2,499,841","2,281,721","2,084,665","1,978,450","1,902,137","1,823,555","1,647,792","1,519,349","1,457,592","1,017,779"
Revenue & Margin,Rev-CoGS / Rev,32.39%,32.23%,32.98%,33.66%,33.94%,33.11%,31.73%,29.72%,27.67%,24.67%,20.89%,17.73%,15.09%,12.92%,11.36%,10.48%,10.09%,10.62%
Revenue & Margin,Rev-CoGS-SG&A / Rev,23.10%,23.43%,23.98%,24.19%,24.33%,23.94%,23.35%,22.01%,20.18%,17.20%,14.14%,11.99%,10.07%,9.06%,7.43%,6.72%,6.38%,6.77%
Revenue & Margin,Rev-CoGs-SG&A-Other.OpEx / Rev,19.70%,20.62%,21.25%,21.47%,21.65%,25.83%,25.48%,24.63%,23.49%,15.65%,12.82%,10.75%,8.86%,7.43%,5.70%,4.91%,4.52%,5.73%
Revenue & Margin,Net Income / Rev,16.46%,16.43%,17.08%,17.55%,17.21%,20.12%,17.26%,14.87%,12.25%,5.53%,6.11%,5.82%,6.25%,5.46%,4.22%,3.84%,3.49%,4.43%
EBITDA,Net Income ($k),"585,883","592,074","576,121","544,651","509,168","557,537","483,650","407,512","306,241","126,162","127,352","115,186","118,887","99,597","69,557","58,374","50,913","45,119"
EBITDA,D & A ($k),"30,602","26,694","22,674","18,255","13,407","9,524","6,226","4,258","4,363","4,170","4,001","4,403","4,626","4,851","5,077","7,989","11,146","9,889"
EBITDA,Net Interest Expense ($k),"-3,630","-1,615","1,844","4,779","13,096","11,731","7,933","4,268",988,-0,-0,-0,-0,-0,-0,-0,-0,-0
EBITDA,Tax Provision ($k),"127,943","159,759","153,338","137,402","130,770","149,786","145,762","129,833","111,782","64,450","44,074","51,151","47,750","36,573","22,600","15,498","14,195","12,840"
EBITDA,EBITDA ($k),"740,798","776,912","753,977","705,087","666,441","728,578","643,571","545,871","423,374","194,782","175,427","170,740","171,263","141,021","97,234","81,861","76,254","67,848"
EBITDA,Stock-Based Comp ($k),"22,310","22,310","22,310","52,195","51,786","68,675","81,712","70,043","56,783","39,894","27,797","10,426","2,790","3,616","3,518","3,512","3,048","2,222"
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,120.55,87.11,73.07,58.32,42.14,36.53,38.90,46.88,56.20,46.85,40.16,39.81,36.26,31.01,31.01,31.01,31.01,31.01
Capital Structure,O/S Shares,"148,496,000","148,414,000","148,028,000","147,631,000","144,888,000","143,664,000","143,479,000","142,102,503","77,067,639","62,108,835","61,721,709","46,411,859","45,877,628","45,869,190","41,879,190","41,879,190","45,869,190","41,879,190"
Capital Structure,Market Capitalization ($k),"17,901,193","12,928,344","10,816,406","8,609,840","6,105,580","5,248,046","5,581,333","6,661,765","4,331,201","2,909,799","2,478,744","1,847,656","1,663,523","1,422,404","1,298,674","1,298,674","1,422,404","1,298,674"
Capital Structure,Cash ($k),"1,094,976","952,624","845,342","743,402","766,103","693,543","561,884","471,879","474,054","367,818","372,918","355,081","130,008","100,081","84,209","31,128","29,070",0
Capital Structure,Debt ($k),0,"44,800","45,700","26,600","34,114","145,333","146,128","146,923","169,024","144,762","145,557","147,289","150,547",0,0,0,"4,500",0
Capital Structure,Enterprise Value ($k),"16,806,217","12,020,520","10,016,764","7,893,038","5,373,591","4,699,836","5,165,577","6,336,809","4,026,171","2,686,743","2,251,383","1,639,864","1,684,062","1,322,323","1,214,465","1,267,546","1,397,834","1,298,674"
Capital Structure,netCommonStockIssuance ($k),-395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital Structure,netDebtIssuance ($k),0,"-1,993","-1,993",0,"-147,187",-938,-938,-937,"2,813","-2,813",0,0,0,0,0,0,0,0
Liquidity & Cash Flow,DSO,102.3,118.2,113.9,109.0,107.3,108.4,106.5,106.7,102.8,99.2,101.4,102.9,105.8,104.9,85.4,79.1,71.1,84.6
Liquidity & Cash Flow,DIO,45.4,44.6,45.7,47.7,47.8,52.7,52.1,53.7,56.6,52.1,52.4,52.2,53.4,55.1,42.8,34.6,26.8,28.8
Liquidity & Cash Flow,DPO,84.5,85.2,84.7,86.5,82.0,80.1,77.5,76.9,77.1,68.8,70.4,71.4,73.2,79.2,64.1,58.2,54.7,71.3
Liquidity & Cash Flow,CCC,63.2,77.6,74.9,70.2,73.1,80.9,81.1,83.6,82.3,82.6,83.4,83.6,86.0,80.8,64.2,55.5,43.2,42.1
Liquidity & Cash Flow,OCF ($k),"560,439","630,803","649,370","616,272","655,794","529,959","450,923","324,052","428,973","352,768","307,885","330,642","107,669","31,011","-63,465","-110,912","-147,113","-105,742"
Liquidity & Cash Flow,CapEx ($k),"-44,812","-41,543","-45,753","-42,289","-33,921","-26,651","-20,154","-8,856","-6,660","-4,380","-3,254","-3,450","-3,183","-3,447","-3,813","-5,476","-5,917","-5,123"
Liquidity & Cash Flow,FCF ($k),"515,627","589,260","603,617","573,983","621,873","503,308","430,769","315,196","422,313","348,388","304,631","327,192","104,486","27,564","-67,278","-116,388","-153,030","-110,865"
BQR-Mid-Mkt,Total Debt / Equity,0.0x,0.0x,0.0x,0.0x,0.0x,0.1x,0.1x,0.1x,0.2x,999.0x,999.0x,999.0x,999.0x,0.0x,0.0x,0.0x,0.0x,999.0x
BQR,Total Debt / Adj Ebitda,0.0x,0.1x,0.1x,0.0x,0.1x,0.2x,0.2x,0.3x,0.4x,0.7x,0.8x,0.9x,0.9x,0.0x,0.0x,0.0x,0.1x,0.0x
BQR,Adj Ebitda / Interest Expense,-999.0x,-999.0x,408.9x,147.5x,50.9x,62.1x,81.1x,127.9x,428.5x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x
BQR,Net Income before extraordinary ($k),"585,883","592,074","576,121","544,651","509,168","557,537","483,650","407,512","306,241","126,162","127,352","115,186","118,887","99,597","69,557","58,374","50,913","45,119"
BQR,(NCO-CAPEX) / Total Debt,99900.00%,1315.31%,1320.82%,2157.83%,1822.93%,346.31%,294.79%,214.53%,249.85%,240.66%,209.29%,222.14%,69.40%,99900.00%,99900.00%,99900.00%,-3400.67%,99900.00%
BQR,Score: Operating Leverage,15,15,15,15,15,15,15,15,15,25,25,25,25,15,15,15,15,15
BQR,Score: ICR,75,75,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,75
BQR,Score: Net Income,35,35,35,35,35,35,35,35,35,42,42,42,42,42,45,45,45,48
BQR,Score: FCF/Debt,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,15
BQR,BQR,29.0,29.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,34.2,34.2,34.2,34.2,30.8,31.5,31.5,46.5,32.2
